Model, Opt, #states, Time (ms), Channel Safety Error, Global Deadlock, Error, Comm param info,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,46,3929,true,true,,MultithreadedSortComparators_chunks = 1,ub_for48_1 = 3,ub_for45_2 = 1,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,84,3924,false,false,,MultithreadedSortComparators_chunks = 3,ub_for48_1 = 0,ub_for45_2 = 3,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,38,3872,true,true,,MultithreadedSortComparators_chunks = 0,ub_for48_1 = 3,ub_for45_2 = 1,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,30,3886,true,true,,MultithreadedSortComparators_chunks = 0,ub_for48_1 = 1,ub_for45_2 = 0,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,58,3903,true,true,,MultithreadedSortComparators_chunks = 3,ub_for48_1 = 1,ub_for45_2 = 0,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,58,3906,true,true,,MultithreadedSortComparators_chunks = 3,ub_for48_1 = 1,ub_for45_2 = 1,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,86,3896,false,false,,MultithreadedSortComparators_chunks = 3,ub_for48_1 = 0,ub_for45_2 = 0,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,34,3900,true,true,,MultithreadedSortComparators_chunks = 1,ub_for48_1 = 0,ub_for45_2 = 0,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,34,3904,true,true,,MultithreadedSortComparators_chunks = 1,ub_for48_1 = 0,ub_for45_2 = 1,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,30,3897,true,true,,MultithreadedSortComparators_chunks = 0,ub_for48_1 = 1,ub_for45_2 = 1,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,86,3912,false,false,,MultithreadedSortComparators_chunks = 3,ub_for48_1 = 0,ub_for45_2 = 1,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,38,3876,true,true,,MultithreadedSortComparators_chunks = 1,ub_for48_1 = 1,ub_for45_2 = 1,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,30,3927,true,true,,MultithreadedSortComparators_chunks = 0,ub_for48_1 = 1,ub_for45_2 = 3,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,38,3895,true,true,,MultithreadedSortComparators_chunks = 1,ub_for48_1 = 1,ub_for45_2 = 0,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,26,3840,true,true,,MultithreadedSortComparators_chunks = 0,ub_for48_1 = 0,ub_for45_2 = 0,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,26,3920,true,true,,MultithreadedSortComparators_chunks = 0,ub_for48_1 = 0,ub_for45_2 = 3,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,26,3940,true,true,,MultithreadedSortComparators_chunks = 0,ub_for48_1 = 0,ub_for45_2 = 1,,
Workiva-go-datastructures:merge_MultithreadedSortComparators23.pml,0,38,3876,true,true,,MultithreadedSortComparators_chunks = 1,ub_for48_1 = 1,ub_for45_2 = 3,,
Workiva-go-datastructures:merge_SymMerge133.pml,0,31,3792,false,false,,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,12,3768,false,true,,executeInterfacesInParallel_int1879 = 3,executeInterfacesInParallel_numCPU = 3,executeInterfacesInParallel_uint6418911 = 3,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,17,3766,false,false,,executeInterfacesInParallel_int1879 = 0,executeInterfacesInParallel_numCPU = 3,executeInterfacesInParallel_uint6418911 = 3,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,17,3785,false,false,,executeInterfacesInParallel_int1879 = 0,executeInterfacesInParallel_numCPU = 1,executeInterfacesInParallel_uint6418911 = 3,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,29,3774,true,true,,executeInterfacesInParallel_int1879 = 0,executeInterfacesInParallel_numCPU = 3,executeInterfacesInParallel_uint6418911 = 0,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,24,3798,true,true,,executeInterfacesInParallel_int1879 = 0,executeInterfacesInParallel_numCPU = 3,executeInterfacesInParallel_uint6418911 = 1,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,17,3756,false,false,,executeInterfacesInParallel_int1879 = 0,executeInterfacesInParallel_numCPU = 1,executeInterfacesInParallel_uint6418911 = 1,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,19,3764,true,true,,executeInterfacesInParallel_int1879 = 0,executeInterfacesInParallel_numCPU = 1,executeInterfacesInParallel_uint6418911 = 0,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,17,3769,false,false,,executeInterfacesInParallel_int1879 = 0,executeInterfacesInParallel_numCPU = 0,executeInterfacesInParallel_uint6418911 = 3,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,53,3778,false,false,,executeInterfacesInParallel_int1879 = 3,executeInterfacesInParallel_numCPU = 3,executeInterfacesInParallel_uint6418911 = 0,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,17,3746,false,false,,executeInterfacesInParallel_int1879 = 0,executeInterfacesInParallel_numCPU = 0,executeInterfacesInParallel_uint6418911 = 0,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,12,3757,false,true,,executeInterfacesInParallel_int1879 = 1,executeInterfacesInParallel_numCPU = 3,executeInterfacesInParallel_uint6418911 = 3,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,12,3747,false,true,,executeInterfacesInParallel_int1879 = 1,executeInterfacesInParallel_numCPU = 1,executeInterfacesInParallel_uint6418911 = 3,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,17,3779,false,false,,executeInterfacesInParallel_int1879 = 0,executeInterfacesInParallel_numCPU = 0,executeInterfacesInParallel_uint6418911 = 1,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,12,3808,false,true,,executeInterfacesInParallel_int1879 = 3,executeInterfacesInParallel_numCPU = 1,executeInterfacesInParallel_uint6418911 = 3,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,28,3764,false,true,,executeInterfacesInParallel_int1879 = 3,executeInterfacesInParallel_numCPU = 3,executeInterfacesInParallel_uint6418911 = 1,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,20,3764,false,true,,executeInterfacesInParallel_int1879 = 3,executeInterfacesInParallel_numCPU = 1,executeInterfacesInParallel_uint6418911 = 0,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,12,3773,false,true,,executeInterfacesInParallel_int1879 = 1,executeInterfacesInParallel_numCPU = 1,executeInterfacesInParallel_uint6418911 = 1,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,25,3767,false,false,,executeInterfacesInParallel_int1879 = 1,executeInterfacesInParallel_numCPU = 1,executeInterfacesInParallel_uint6418911 = 0,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,12,3766,false,true,,executeInterfacesInParallel_int1879 = 1,executeInterfacesInParallel_numCPU = 0,executeInterfacesInParallel_uint6418911 = 1,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,12,3778,false,true,,executeInterfacesInParallel_int1879 = 1,executeInterfacesInParallel_numCPU = 0,executeInterfacesInParallel_uint6418911 = 0,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,12,3830,false,true,,executeInterfacesInParallel_int1879 = 1,executeInterfacesInParallel_numCPU = 0,executeInterfacesInParallel_uint6418911 = 3,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,27,3777,true,true,,executeInterfacesInParallel_int1879 = 1,executeInterfacesInParallel_numCPU = 3,executeInterfacesInParallel_uint6418911 = 1,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,32,3767,true,true,,executeInterfacesInParallel_int1879 = 1,executeInterfacesInParallel_numCPU = 3,executeInterfacesInParallel_uint6418911 = 0,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,12,3783,false,true,,executeInterfacesInParallel_int1879 = 3,executeInterfacesInParallel_numCPU = 1,executeInterfacesInParallel_uint6418911 = 1,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,12,3788,false,true,,executeInterfacesInParallel_int1879 = 3,executeInterfacesInParallel_numCPU = 0,executeInterfacesInParallel_uint6418911 = 1,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,12,3752,false,true,,executeInterfacesInParallel_int1879 = 3,executeInterfacesInParallel_numCPU = 0,executeInterfacesInParallel_uint6418911 = 3,,
Workiva-go-datastructures:palm_executeInterfacesInParallel173.pml,0,12,3808,false,true,,executeInterfacesInParallel_int1879 = 3,executeInterfacesInParallel_numCPU = 0,executeInterfacesInParallel_uint6418911 = 0,,
Workiva-go-datastructures:palm_fetchKeysInParallel276.pml,0,58,3793,false,false,,fetchKeysInParallel_numCPU = 3,,
Workiva-go-datastructures:palm_fetchKeysInParallel276.pml,0,21,3832,false,false,,fetchKeysInParallel_numCPU = 1,,
Workiva-go-datastructures:palm_fetchKeysInParallel276.pml,0,13,3877,false,false,,fetchKeysInParallel_numCPU = 0,,
Workiva-go-datastructures:queue_ExecuteInParallel372.pml,0,18,3811,false,false,,ExecuteInParallel_numCPU = 0,,
Workiva-go-datastructures:queue_ExecuteInParallel372.pml,0,35,3779,false,false,,ExecuteInParallel_numCPU = 1,,
Workiva-go-datastructures:queue_ExecuteInParallel372.pml,0,99,3801,false,false,,ExecuteInParallel_numCPU = 3,,
grpc-ecosystem-grpc-gateway:server_Run17.pml,0,8,3692,false,false,,,
google-gxui:gl_CallSync124.pml,0,5,4150,false,true,,,
google-gxui:gl_StartDriver39.pml,0,22,4060,false,false,,,
google-gxui:gl_syncDriver67.pml,0,6,4101,false,true,,,
aws-aws-sdk-go:awstesting_NewTLSClientCertServer13.pml,0,5,3801,false,false,,,
aws-aws-sdk-go:csm_connect27.pml,0,10,4087,false,false,,,
aws-aws-sdk-go:eventstreamapi_NewStreamWriter25.pml,0,8,3979,false,false,,,
aws-aws-sdk-go:eventstreamtest_serveBiDirectionalStream64.pml,0,15,3728,false,false,,,
aws-aws-sdk-go:kinesis_NewSubscribeToShardEventStream3313.pml,0,5,3996,false,false,,,
aws-aws-sdk-go:kinesis_newReadSubscribeToShardEventStream8390.pml,0,8,4011,false,false,,,
aws-aws-sdk-go:processcreds_executeCredentialProcess332.pml,0,317,4396,false,false,,,
aws-aws-sdk-go:restjsonservice_NewEmptyStreamEventStream137.pml,0,5,4051,false,false,,,
aws-aws-sdk-go:restjsonservice_NewGetEventStreamEventStream364.pml,0,5,4001,false,false,,,
aws-aws-sdk-go:restjsonservice_newReadEmptyEventStream634.pml,0,8,3927,false,false,,,
aws-aws-sdk-go:restjsonservice_newReadEventStream831.pml,0,8,4007,false,false,,,
aws-aws-sdk-go:restxmlservice_NewEmptyStreamEventStream137.pml,0,5,4075,false,false,,,
aws-aws-sdk-go:restxmlservice_NewGetEventStreamEventStream364.pml,0,5,4050,false,false,,,
aws-aws-sdk-go:restxmlservice_newReadEmptyEventStream634.pml,0,8,3968,false,false,,,
aws-aws-sdk-go:restxmlservice_newReadEventStream831.pml,0,8,4031,false,false,,,
aws-aws-sdk-go:rpcservice_NewEmptyStreamEventStream140.pml,0,5,4011,false,false,,,
aws-aws-sdk-go:rpcservice_NewGetEventStreamEventStream410.pml,0,5,4027,false,false,,,
aws-aws-sdk-go:rpcservice_newReadEmptyEventStream720.pml,0,8,4014,false,false,,,
aws-aws-sdk-go:rpcservice_newReadEventStream946.pml,0,8,4010,false,false,,,
aws-aws-sdk-go:s3_NewSelectObjectContentEventStream10363.pml,0,5,4119,false,false,,,
aws-aws-sdk-go:s3_newReadSelectObjectContentEventStream32572.pml,0,8,3979,false,false,,,
aws-aws-sdk-go:s3manager_DownloadWithContext194.pml,0,4,3658,false,false,,,
aws-aws-sdk-go:s3manager_download299.pml,0,24,4275,false,true,,download_d_cfg_Concurrency = 0,,
aws-aws-sdk-go:s3manager_download299.pml,0,0,30557,false,true,,download_d_cfg_Concurrency = 3,,
aws-aws-sdk-go:s3manager_download299.pml,0,0,30656,false,true,,download_d_cfg_Concurrency = 1,,
aws-aws-sdk-go:s3manager_upload368.pml,0,11,3643,false,false,,,
aws-aws-sdk-go:s3manager_upload564.pml,0,0,30773,false,true,,upload_u_cfg_Concurrency = 3,,
aws-aws-sdk-go:s3manager_upload564.pml,0,0,30668,false,true,,upload_u_cfg_Concurrency = 1,,
aws-aws-sdk-go:s3manager_upload564.pml,0,12,4307,false,true,,upload_u_cfg_Concurrency = 0,,
aws-aws-sdk-go:singleflight_Do51.pml,0,14,3643,false,true,,,
aws-aws-sdk-go:singleflight_Forget113.pml,0,4,3589,false,false,,,
aws-aws-sdk-go:transcribestreamingservice_NewStartMedicalStreamTranscriptionEventStream191.pml,0,5,3939,false,false,,,
aws-aws-sdk-go:transcribestreamingservice_NewStartStreamTranscriptionEventStream563.pml,0,5,3927,false,false,,,
aws-aws-sdk-go:transcribestreamingservice_newReadMedicalTranscriptResultStream1647.pml,0,8,3909,false,false,,,
aws-aws-sdk-go:transcribestreamingservice_newReadTranscriptResultStream2627.pml,0,8,3876,false,false,,,
docker-distribution:s3_copy698.pml,0,48,4138,false,true,,copy_numParts = 0,copy_d_MultipartCopyMaxConcurrency = 3,copy_completedParts = 3,,
docker-distribution:s3_copy698.pml,0,32,4141,false,true,,copy_numParts = 0,copy_d_MultipartCopyMaxConcurrency = 0,copy_completedParts = 3,,
docker-distribution:s3_copy698.pml,0,61,4136,false,true,,copy_numParts = 1,copy_d_MultipartCopyMaxConcurrency = 3,copy_completedParts = 3,,
docker-distribution:s3_copy698.pml,0,679,4170,false,false,,copy_numParts = 3,copy_d_MultipartCopyMaxConcurrency = 3,copy_completedParts = 3,,
docker-distribution:s3_copy698.pml,0,20,4159,false,false,,copy_numParts = 0,copy_d_MultipartCopyMaxConcurrency = 0,copy_completedParts = 0,,
docker-distribution:s3_copy698.pml,0,24,4172,false,true,,copy_numParts = 0,copy_d_MultipartCopyMaxConcurrency = 0,copy_completedParts = 1,,
docker-distribution:s3_copy698.pml,0,21,4179,false,false,,copy_numParts = 0,copy_d_MultipartCopyMaxConcurrency = 3,copy_completedParts = 0,,
docker-distribution:s3_copy698.pml,0,33,4197,false,true,,copy_numParts = 1,copy_d_MultipartCopyMaxConcurrency = 0,copy_completedParts = 3,,
docker-distribution:s3_copy698.pml,0,51,4161,false,true,,copy_numParts = 1,copy_d_MultipartCopyMaxConcurrency = 1,copy_completedParts = 3,,
docker-distribution:s3_copy698.pml,0,22,4151,false,false,,copy_numParts = 1,copy_d_MultipartCopyMaxConcurrency = 3,copy_completedParts = 0,,
docker-distribution:s3_copy698.pml,0,43,4168,false,false,,copy_numParts = 1,copy_d_MultipartCopyMaxConcurrency = 3,copy_completedParts = 1,,
docker-distribution:s3_copy698.pml,0,38,4143,false,true,,copy_numParts = 0,copy_d_MultipartCopyMaxConcurrency = 1,copy_completedParts = 3,,
docker-distribution:s3_copy698.pml,0,21,4181,false,false,,copy_numParts = 0,copy_d_MultipartCopyMaxConcurrency = 1,copy_completedParts = 0,,
docker-distribution:s3_copy698.pml,0,30,4123,false,true,,copy_numParts = 0,copy_d_MultipartCopyMaxConcurrency = 1,copy_completedParts = 1,,
docker-distribution:s3_copy698.pml,0,33,4195,false,true,,copy_numParts = 3,copy_d_MultipartCopyMaxConcurrency = 0,copy_completedParts = 3,,
docker-distribution:s3_copy698.pml,0,30,4181,false,true,,copy_numParts = 0,copy_d_MultipartCopyMaxConcurrency = 3,copy_completedParts = 1,,
docker-distribution:s3_copy698.pml,0,25,4128,false,true,,copy_numParts = 1,copy_d_MultipartCopyMaxConcurrency = 0,copy_completedParts = 1,,
docker-distribution:s3_copy698.pml,0,234,4169,false,false,,copy_numParts = 3,copy_d_MultipartCopyMaxConcurrency = 1,copy_completedParts = 3,,
docker-distribution:s3_copy698.pml,0,22,4177,false,false,,copy_numParts = 1,copy_d_MultipartCopyMaxConcurrency = 1,copy_completedParts = 0,,
docker-distribution:s3_copy698.pml,0,43,4180,false,false,,copy_numParts = 1,copy_d_MultipartCopyMaxConcurrency = 1,copy_completedParts = 1,,
docker-distribution:s3_copy698.pml,0,21,4178,false,false,,copy_numParts = 3,copy_d_MultipartCopyMaxConcurrency = 0,copy_completedParts = 0,,
docker-distribution:s3_copy698.pml,0,25,4179,false,true,,copy_numParts = 3,copy_d_MultipartCopyMaxConcurrency = 0,copy_completedParts = 1,,
docker-distribution:s3_copy698.pml,0,22,4128,false,false,,copy_numParts = 3,copy_d_MultipartCopyMaxConcurrency = 1,copy_completedParts = 0,,
docker-distribution:s3_copy698.pml,0,43,4168,false,false,,copy_numParts = 3,copy_d_MultipartCopyMaxConcurrency = 1,copy_completedParts = 1,,
docker-distribution:s3_copy698.pml,0,21,4152,false,false,,copy_numParts = 1,copy_d_MultipartCopyMaxConcurrency = 0,copy_completedParts = 0,,
docker-distribution:s3_copy698.pml,0,22,4155,false,false,,copy_numParts = 3,copy_d_MultipartCopyMaxConcurrency = 3,copy_completedParts = 0,,
docker-distribution:s3_copy698.pml,0,43,4132,false,false,,copy_numParts = 3,copy_d_MultipartCopyMaxConcurrency = 3,copy_completedParts = 1,,
lib-pq:pq_NewDialListener506.pml,0,7,4072,false,false,,,
lib-pq:pq_connect750.pml,0,47,4773,false,true,,,
lib-pq:pq_connect750.pml,1,79,2447,false,false,,int l_channels=0; ,,
lib-pq:pq_connect750.pml,1,47,2437,false,true,,int l_channels=1; ,,
lib-pq:pq_connect750.pml,1,47,2432,false,true,,int l_channels=3; ,,
lib-pq:pq_prepareCopyIn65.pml,0,15,3917,false,false,,,
loadimpact-k6:core_NewEngine79.pml,0,13,3963,false,false,,NewEngine_opts_MetricSamplesBufferSize_Int64 = 0,,
loadimpact-k6:core_NewEngine79.pml,0,14,3855,false,false,,NewEngine_opts_MetricSamplesBufferSize_Int64 = 1,,
loadimpact-k6:core_NewEngine79.pml,0,14,3897,false,false,,NewEngine_opts_MetricSamplesBufferSize_Int64 = 3,,
loadimpact-k6:executor_gracefulStop162.pml,0,5,3856,false,false,,,
loadimpact-k6:executor_hardStop180.pml,0,5,3899,false,false,,,
loadimpact-k6:httpmultibin_NewHTTPMultiBin257.pml,0,21,3653,false,false,,,
loadimpact-k6:js_Activate562.pml,0,7,3938,false,false,,,
loadimpact-k6:minirunner_Activate146.pml,0,7,3921,false,false,,,
dgraph-io-badger:badger_Done402.pml,0,8,3656,false,false,,,
dgraph-io-badger:badger_Get440.pml,0,15,3697,false,false,,,
dgraph-io-badger:badger_Next560.pml,0,4,3639,false,false,,,
dgraph-io-badger:badger_Open156.pml,0,54,4515,false,true,,Open_opt_NumMemtables = 0,,
dgraph-io-badger:badger_Open156.pml,1,322,2176,false,false,,Open_opt_NumMemtables = 0,int db_imm=0; ,,
dgraph-io-badger:badger_Open156.pml,1,54,2172,false,true,,Open_opt_NumMemtables = 0,int db_imm=1; ,,
dgraph-io-badger:badger_Open156.pml,1,54,2190,false,true,,Open_opt_NumMemtables = 0,int db_imm=3; ,,
dgraph-io-badger:badger_Open156.pml,0,63,4465,false,true,,Open_opt_NumMemtables = 1,,
dgraph-io-badger:badger_Open156.pml,1,323,2162,false,false,,Open_opt_NumMemtables = 1,int db_imm=0; ,,
dgraph-io-badger:badger_Open156.pml,1,63,2167,false,true,,Open_opt_NumMemtables = 1,int db_imm=3; ,,
dgraph-io-badger:badger_Open156.pml,1,586,2179,false,false,,Open_opt_NumMemtables = 1,int db_imm=1; ,,
dgraph-io-badger:badger_Open156.pml,0,79,4434,false,true,,Open_opt_NumMemtables = 3,,
dgraph-io-badger:badger_Open156.pml,1,586,2188,false,false,,Open_opt_NumMemtables = 3,int db_imm=1; ,,
dgraph-io-badger:badger_Open156.pml,1,842,2175,false,false,,Open_opt_NumMemtables = 3,int db_imm=3; ,,
dgraph-io-badger:badger_Open156.pml,1,323,2167,false,false,,Open_opt_NumMemtables = 3,int db_imm=0; ,,
dgraph-io-badger:badger_Orchestrate382.pml,0,the model is not executable,,,,,
dgraph-io-badger:badger_Orchestrate382.pml,0,the model is not executable,,,,,
dgraph-io-badger:badger_Orchestrate382.pml,0,the model is not executable,,,,,
dgraph-io-badger:badger_SetMaxPendingTxns66.pml,0,4,3655,false,false,,,
dgraph-io-badger:badger_batchSet892.pml,0,5,3617,false,false,,,
dgraph-io-badger:badger_batchSetAsync907.pml,0,5,3640,false,false,,,
dgraph-io-badger:badger_buildL0Table956.pml,0,4,3594,false,false,,,
dgraph-io-badger:badger_handleFlushTask980.pml,0,10,3639,false,false,,,
dgraph-io-badger:badger_init540.pml,0,11,3956,false,false,,,
dgraph-io-badger:badger_newItem500.pml,0,4,3631,false,false,,,
dgraph-io-badger:badger_newWriter293.pml,0,7,3982,false,false,,,
dgraph-io-badger:badger_pop296.pml,0,26,3688,false,false,,,
dgraph-io-badger:badger_prefetch695.pml,0,4,3610,false,false,,,
dgraph-io-badger:badger_push285.pml,0,19,3634,false,false,,,
dgraph-io-badger:badger_reset672.pml,0,4,3627,false,false,,,
dgraph-io-badger:badger_send381.pml,0,9,3704,false,false,,,
dgraph-io-badger:badger_sendToWriteCh799.pml,0,11,3670,false,true,,,
dgraph-io-badger:badger_startCompactions1426.pml,0,8,3619,false,false,,,
dgraph-io-badger:badger_startMemoryFlush1434.pml,0,15,4126,false,false,,startMemoryFlush_db_opt_NumMemtables = 0,,
dgraph-io-badger:badger_startMemoryFlush1434.pml,0,16,4123,false,false,,startMemoryFlush_db_opt_NumMemtables = 1,,
dgraph-io-badger:badger_startMemoryFlush1434.pml,0,16,4105,false,false,,startMemoryFlush_db_opt_NumMemtables = 3,,
dgraph-io-badger:badger_unblockWrite1530.pml,0,4,3611,false,false,,,
dgraph-io-badger:cmd_getBalance125.pml,0,5,3632,false,false,,,
dgraph-io-badger:cmd_writeBench266.pml,0,8,3670,false,false,,,
dgraph-io-badger:main_main99.pml,0,5,3610,false,false,,,
dgraph-io-badger:table_NewTableBuilder125.pml,0,16,4065,false,false,,NewTableBuilder_count = 0,,
dgraph-io-badger:table_NewTableBuilder125.pml,0,15,4072,false,true,,NewTableBuilder_count = 1,,
dgraph-io-badger:table_NewTableBuilder125.pml,0,15,4087,false,true,,NewTableBuilder_count = 3,,
dgraph-io-badger:y_Init70.pml,0,7,3952,false,false,,,
zricethezav-gitleaks:scan_NewThrottle21.pml,0,the model is not executable,,,,,
zricethezav-gitleaks:scan_NewThrottle21.pml,0,the model is not executable,,,,,
zricethezav-gitleaks:scan_NewThrottle21.pml,0,the model is not executable,,,,,
zricethezav-gitleaks:scan_Scan41.pml,0,15,4217,false,true,,,
zricethezav-gitleaks:scan_Scan43.pml,0,14,4223,false,true,,,
micro-go-micro:broker_Subscribe73.pml,0,9,3943,false,false,,,
micro-go-micro:client_newWatcher93.pml,0,13,3846,false,false,,,
micro-go-micro:config_Init42.pml,0,8,3940,false,false,,,
micro-go-micro:kubernetes_Start551.pml,0,9,3878,false,false,,,
micro-go-micro:kubernetes_Stream154.pml,0,13,3901,false,false,,Stream_pods = 0,,
micro-go-micro:kubernetes_Stream154.pml,0,13,3859,false,false,,Stream_pods = 1,,
micro-go-micro:kubernetes_Stream154.pml,0,13,3887,false,false,,Stream_pods = 3,,
micro-go-micro:mdns_NewServer83.pml,0,16,4042,false,true,,,
micro-go-micro:mdns_newClient181.pml,0,12,3979,false,false,,,
micro-go-micro:memory_Watch276.pml,0,8,3868,false,false,,,
micro-go-micro:network_Connect1675.pml,0,17,3981,false,false,,,
micro-go-micro:network_newNetwork92.pml,0,7,3949,false,false,,,
micro-go-micro:pprof_Start45.pml,0,12,3984,false,false,,,
micro-go-micro:router_Watch267.pml,0,10,3925,false,false,,,
micro-go-micro:runtime_Logs398.pml,0,12,3888,false,false,,,
micro-go-micro:runtime_Start619.pml,0,9,3925,false,false,,,
micro-go-micro:runtime_Start97.pml,0,10,3948,false,false,,,
micro-go-micro:static_NewRouter346.pml,0,5,3916,false,false,,,
micro-go-micro:tunnel_Connect1016.pml,0,10,3953,false,false,,,
micro-go-micro:tunnel_manageLinks282.pml,0,9,3755,false,false,,manageLinks_connect = 0,,
micro-go-micro:tunnel_manageLinks282.pml,0,23,3710,false,false,,manageLinks_connect = 1,,
micro-go-micro:tunnel_manageLinks282.pml,0,111,3715,false,false,,manageLinks_connect = 3,,
micro-go-micro:tunnel_newLink89.pml,0,25,4131,false,false,,,
micro-go-micro:tunnel_newSession123.pml,0,17,3973,false,false,,,
micro-go-micro:tunnel_setupLinks943.pml,0,9,3693,false,false,,setupLinks_t_options_Nodes = 0,,
micro-go-micro:tunnel_setupLinks943.pml,0,23,3683,false,false,,setupLinks_t_options_Nodes = 1,,
micro-go-micro:tunnel_setupLinks943.pml,0,111,3674,false,false,,setupLinks_t_options_Nodes = 3,,
robertkrimen-otto:main_main105.pml,0,the model is not executable,,,,,
robertkrimen-otto:main_main105.pml,0,the model is not executable,,,,,
robertkrimen-otto:main_main105.pml,0,the model is not executable,,,,,
coreos-clair:client_DeleteUpdateOperations60.pml,0,the model is not executable,,,,,
coreos-clair:introspection_withDogStatsD252.pml,0,9,3670,false,false,,,
coreos-clair:introspection_withPrometheus277.pml,0,5,3593,false,false,,,
coreos-clair:main_manifestAction28.pml,0,17,4194,false,true,,,
coreos-clair:main_reportAction105.pml,0,21,4194,false,true,,,
keybase-client:attachments_putMultiPipeline143.pml,0,28,4332,false,false,,,
keybase-client:auth_newCredentialAuthorityWithEngine173.pml,0,16,4198,false,false,,,
keybase-client:avatars_StartBackgroundTasks206.pml,0,11,4090,false,false,,,
keybase-client:avatars_loadNames495.pml,0,the model is not executable,,,,,
keybase-client:badges_NewBadger42.pml,0,10,4053,false,false,,,
keybase-client:bots_Start97.pml,0,9,4086,false,false,,,
keybase-client:chat_CryptKeys181.pml,0,11,4062,false,false,,,
keybase-client:chat_Identify165.pml,0,27,4155,false,false,,,
keybase-client:chat_NewBackgroundConvLoader143.pml,0,10,4006,false,false,,,
keybase-client:chat_NewDeliverer91.pml,0,17,4161,false,false,,,
keybase-client:chat_NewFlipManager164.pml,0,17,4167,false,false,,,
keybase-client:chat_NewHybridInboxSource511.pml,0,7,4066,false,false,,,
keybase-client:chat_NewNotifyRouterActivityRouter24.pml,0,10,4047,false,false,,,
keybase-client:chat_NewSyncer43.pml,0,11,4090,false,false,,,
keybase-client:chat_PublicCanonicalTLFNameAndID249.pml,0,10,4092,false,false,,,
keybase-client:chat_Start143.pml,0,9,4056,false,false,,,
keybase-client:chat_Start202.pml,0,10,4050,false,false,,,
keybase-client:chat_Start594.pml,0,9,4073,false,false,,,
keybase-client:chat_Start63.pml,0,9,4079,false,false,,,
keybase-client:chat_Start69.pml,0,24,4356,false,false,,,
keybase-client:chat_StartFlip938.pml,0,14,4336,false,true,,,
keybase-client:chat_UnboxMessages1391.pml,0,6,4150,false,false,,,
keybase-client:chat_checkFeature191.pml,0,20,4227,false,true,,,
keybase-client:chat_clearQueue327.pml,0,7,4070,false,false,,,
keybase-client:chat_identify556.pml,0,16,4149,false,false,,,
keybase-client:chat_localizeConversations505.pml,0,27,4211,false,false,,localizeConversations_pending = 0,,
keybase-client:chat_localizeConversations505.pml,0,30,4198,false,false,,localizeConversations_pending = 1,,
keybase-client:chat_localizeConversations505.pml,0,30,4211,false,false,,localizeConversations_pending = 3,,
keybase-client:chat_newQueue453.pml,0,7,4131,false,false,,,
