Project, Model, Fun, Type, Mandatory, Info, Line Num, Filename, Link
getgauge/gauge,runner++Kill74,Anonymous1,Candidate Param,false,ub_for257_0,0,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/runner/legacyRunner.go#L74,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,runner++Kill38,Kill,Comm Param,true,1,255,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/runner/multithreadedRunner.go#L38,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,runner++Kill38,Kill,Integer as a chan bound,true,1,255,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/runner/multithreadedRunner.go#L38,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,runner++Kill38,Kill,new channel,false,Name :exited,255,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/runner/multithreadedRunner.go#L38,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,runner++Kill38,Anonymous1,Candidate Param,false,ub_for257_0,0,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/runner/multithreadedRunner.go#L38,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,ParseSpecFiles,Candidate Param,true,limit,0,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,ParseSpecFiles,new channel,false,Name :piChan,79,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parseSpecFiles,Actual Param,true,limit,0,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parseSpecFiles,new WaitGroup,false,Name :wg,68,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parseSpecFiles,Comm Param,true,1,70,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parseSpecFiles,Integer as a add bound,true,1,70,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parseSpecFiles,Add in for,true,,70,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parse,Done in for,false,,57,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parse,Candidate Param,false,ub_for58_0,0,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parseSpecFiles,Comm Param,true,1,70,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parseSpecFiles,Integer as a add bound,true,1,70,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parseSpecFiles,Add in for,true,,70,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parseSpecFiles,Comm Param,true,limit,69,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parseSpecFiles,Var as a spawning for upper bound,true,Name :limit,69,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parseSpecFiles,Comm Param,true,0,69,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,parseSpecFiles,Integer as a spawning for lower bound,true,0,69,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,ParseSpecFiles,Struct as a range bound,false,UNSUPPORTED,94,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,ParseSpecFiles,Struct as a range bound,false,UNSUPPORTED,94,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,parser++ParseSpecFiles77,ParseSpecFiles,Range over Chan,,,0,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/parser/parse.go#L77,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,install++BufferUpdateDetails29,BufferUpdateDetails,MODEL ERROR = Found a chan declared in a struct at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/getgauge--gauge/plugin/install/check.go:31:2,false,,0,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/plugin/install/check.go#L29,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,plugin++GracefullyKillPlugins63,GracefullyKillPlugins,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/getgauge--gauge/plugin/handler.go:69:11,false,,0,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/plugin/handler.go#L63,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,plugin++killGrpcProcess65,killGrpcProcess,Comm Param,true,1,88,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/plugin/plugin.go#L65,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,plugin++killGrpcProcess65,killGrpcProcess,Integer as a chan bound,true,1,88,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/plugin/plugin.go#L65,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,plugin++killGrpcProcess65,killGrpcProcess,new channel,false,Name :exited,88,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/plugin/plugin.go#L65,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,plugin++killGrpcProcess65,Anonymous1,Candidate Param,false,ub_for90_0,0,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/plugin/plugin.go#L65,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,plugin++startGRPCPlugin229,startGRPCPlugin,new channel,false,Name :portChan,230,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/plugin/plugin.go#L229,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,api++Start137,Start,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/getgauge--gauge/api/api.go:147:13,false,,0,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/api/api.go#L137,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,api++performRefactoring183,performRefactoring,new channel,false,Name :c,186,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/api/apiMessageHandler.go#L183,13a89591f46d174180de79a2fe3d16030bc9ec10
getgauge/gauge,api++performRefactoring183,StartLegacyRunner,new channel,false,Name :errChannel,169,https://github.com/getgauge/gauge/blob/13a89591f46d174180de79a2fe3d16030bc9ec10/api/apiMessageHandler.go#L183,13a89591f46d174180de79a2fe3d16030bc9ec10
docker/libchan,spdy++Pipe21,Pipe,new channel,false,Name :waitError,37,https://github.com/docker/libchan/blob/0328dcec840a0659448faf08af087135fffb7fde/spdy/pipe.go#L21,0328dcec840a0659448faf08af087135fffb7fde
docker/libchan,libchan++Pipe74,Pipe,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/docker--libchan/inmem.go:76:23,false,,0,https://github.com/docker/libchan/blob/0328dcec840a0659448faf08af087135fffb7fde/inmem.go#L74,0328dcec840a0659448faf08af087135fffb7fde
docker/libchan,libchan++BufferedPipe80,BufferedPipe,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/docker--libchan/inmem.go:82:23,false,,0,https://github.com/docker/libchan/blob/0328dcec840a0659448faf08af087135fffb7fde/inmem.go#L80,0328dcec840a0659448faf08af087135fffb7fde
keybase/client,offline++Serve159,Serve,MODEL ERROR = A receive was found on a channel that could not be parsed at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/offline/rpc_cache.go:228:9,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/offline/rpc_cache.go#L159,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,kbfsgit++waitForJournalWithPrinters592,waitForJournalWithPrinters,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/kbfs/kbfsgit/runner.go:629:3,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/kbfsgit/runner.go#L592,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,kbfsgit++handleFetchBatch1318,handleFetchBatch,MODEL ERROR = Defer stmt in if at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/kbfs/kbfsgit/runner.go:1355:2,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/kbfsgit/runner.go#L1318,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,kbfsgit++pushSome1644,pushSome,MODEL ERROR = Defer stmt in if at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/kbfs/kbfsgit/runner.go:1695:3,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/kbfsgit/runner.go#L1644,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,kbfsgit++processCommands2278,processCommands,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/kbfs/kbfsgit/runner.go:2299:24,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/kbfsgit/runner.go#L2278,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,kbfsgit++Start35,Start,Comm Param,true,1,78,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/kbfsgit/start.go#L35,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,kbfsgit++Start35,Start,Integer as a chan bound,true,1,78,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/kbfsgit/start.go#L35,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,kbfsgit++Start35,Start,new channel,false,Name :errCh,78,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/kbfsgit/start.go#L35,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,kex2++runProtocolWithCancel156,runProtocolWithCancel,MODEL ERROR = A receive was found on a channel that could not be parsed at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/kex2/provisioner.go:162:9,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kex2/provisioner.go#L156,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,maps++Stop64,Stop,MODEL ERROR = Returning a channel at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/chat/maps/livelocation.go:76:9,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/chat/maps/livelocation.go#L64,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,maps++updateMapUnfurl170,updateMapUnfurl,Struct as a range bound,false,UNSUPPORTED,208,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/chat/maps/livelocation.go#L170,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,maps++updateMapUnfurl170,updateMapUnfurl,Comm Param,true,10,221,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/chat/maps/livelocation.go#L170,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,maps++updateMapUnfurl170,updateMapUnfurl,Integer as a chan bound,true,10,221,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/chat/maps/livelocation.go#L170,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,maps++updateMapUnfurl170,updateMapUnfurl,new channel,false,Name :unfurlDoneCh,221,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/chat/maps/livelocation.go#L170,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,git++getMetadataInner122,getMetadataInner,new channel,false,Name :repoCh,147,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/git/get.go#L122,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,data++getBlocksForOffsetRange494,getBlocksForOffsetRange,new WaitGroup,false,Name :wg,500,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/data/block_tree.go#L494,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,data++getBlocksForOffsetRange494,getBlocksForOffsetRange,new channel,false,Name :results,510,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/data/block_tree.go#L494,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,data++getBlocksForOffsetRange494,getBlocksForOffsetRange,Comm Param,true,1,523,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/data/block_tree.go#L494,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,data++getBlocksForOffsetRange494,getBlocksForOffsetRange,Integer as a add bound,true,1,523,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/data/block_tree.go#L494,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,data++getBlocksForOffsetRange494,getBlocksForOffsetRange,Range over Chan,,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/data/block_tree.go#L494,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,data++RequestPermissionToDirty488,RequestPermissionToDirty,MODEL ERROR = Returning a channel at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/kbfs/data/dirty_bcache.go:505:10,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/kbfs/data/dirty_bcache.go#L488,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++NextUpdate34,NextUpdate,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/libkb/appstate.go:41:17,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/appstate.go#L34,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++NextUpdate125,NextUpdate,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/libkb/appstate.go:41:17,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/appstate.go#L125,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++NextSuspendUpdate187,NextSuspendUpdate,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/libkb/appstate.go:194:24,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/appstate.go#L187,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++NewBgTickerWithWait26,NewBgTickerWithWait,Comm Param,true,1,27,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/bgticker.go#L26,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++NewBgTickerWithWait26,NewBgTickerWithWait,Integer as a chan bound,true,1,27,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/bgticker.go#L26,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++NewBgTickerWithWait26,NewBgTickerWithWait,new channel,false,Name :c,27,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/bgticker.go#L26,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Run2317,Run2,MODEL ERROR = Function declared as a variable at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/libkb/gpg_cli.go:349:13,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/gpg_cli.go#L317,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Identify1666,Identify,Candidate Param,true,is_res_ProofChecks,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Identify1666,Identify,Comm Param,true,is_res_ProofChecks,1667,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Identify1666,Identify,Func as a chan bound,true,len(&{0xc05ce97de0 ProofChecks}),1667,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Identify1666,Identify,len() as a chan bound,true,len(&{0xc05ce97de0 ProofChecks}),1667,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Identify1666,Identify,new channel,false,Name :errs,1667,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Identify1666,Identify,Comm Param,true,is_res_ProofChecks,1668,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Identify1666,Identify,Struct as a spawning range bound,true,UNSUPPORTED,1668,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Identify1666,Identify,Comm Param,false,is_res_ProofChecks,1687,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Identify1666,Identify,Func as a for upper bound,false,len(&{0xc05ce9a720 ProofChecks}),1687,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Identify1666,Identify,len() as a for upper bound,false,len(&{0xc05ce9a720 ProofChecks}),1687,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Identify1666,Identify,Comm Param,false,0,1687,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Identify1666,Identify,Integer as a for lower bound,false,0,1687,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/id_table.go#L1666,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++NewIdentify3StateForTest131,NewIdentify3StateForTest,MODEL ERROR = Returning a channel at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/libkb/identify3.go:134:16,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/identify3.go#L131,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++Subscribe39,Subscribe,MODEL ERROR = Cannot find decl of concurrent function at pos: /Users/redfloyd/go/src/github.com/nicolasdilley/projects/keybase--client/go/libkb/identify_dispatch.go:44:16,false,,0,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/identify_dispatch.go#L39,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++NewLoopbackConnPair60,NewLoopbackConnPair,new channel,false,Name :aCh,61,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/loopback.go#L60,cd76ccb97183c2be78b869fab9aed4b6f5b11086
keybase/client,libkb++NewLoopbackConnPair60,NewLoopbackConnPair,new channel,false,Name :bCh,62,https://github.com/keybase/client/blob/cd76ccb97183c2be78b869fab9aed4b6f5b11086/go/libkb/loopback.go#L60,cd76ccb97183c2be78b869fab9aed4b6f5b11086
